Date,Year,Type,Region,SeasonallyAdjusted_AveragePrice,AveragePrice,Total Volume,Small Hass,Large Hass,XL Hass,Small Bags,Large Bags,XLarge Bags,Total Bags
2016-09-25,2016,organic,Midsouth,1.74,1.74,107211.26,2302.63,47284.79,2195.54,41196.46,14231.84,0.0,55428.3
2016-09-18,2016,organic,Midsouth,1.74,1.74,108615.07,2300.06,45951.61,2199.06,46367.63,11796.71,0.0,58164.34
2016-09-11,2016,organic,Midsouth,1.5,1.5,140233.78,2524.78,45647.58,2429.03,55646.68,33985.71,0.0,89632.39
2016-09-04,2016,organic,Midsouth,1.52,1.52,139031.27,2643.48,52375.95,2926.09,45683.66,35402.09,0.0,81085.75
2016-09-25,2016,organic,Nashville,1.72,1.72,4411.99,501.43,3532.36,0.0,33.89,344.31,0.0,378.2
2016-09-18,2016,organic,Nashville,1.5,1.5,6309.42,477.36,3478.97,0.0,1242.78,1110.31,0.0,2353.09
2016-09-11,2016,organic,Nashville,0.93,0.93,14786.96,553.66,3278.67,0.0,2812.11,8142.52,0.0,10954.63
2016-09-04,2016,organic,Nashville,0.93,0.93,16110.05,534.7,4442.83,0.0,2177.78,8954.74,0.0,11132.52
2016-09-25,2016,organic,NewOrleansMobile,1.5,1.5,3382.35,147.67,0.0,0.0,2107.71,1126.97,0.0,3234.68
2016-09-18,2016,organic,NewOrleansMobile,1.4,1.4,3088.88,191.13,0.0,0.0,1481.31,1416.44,0.0,2897.75
2016-09-11,2016,organic,NewOrleansMobile,1.42,1.42,3703.61,169.04,26.08,0.0,3481.82,26.67,0.0,3508.49
2016-09-04,2016,organic,NewOrleansMobile,1.52,1.52,4206.78,257.09,23.18,0.0,3883.18,43.33,0.0,3926.51
2016-09-25,2016,organic,NewYork,2.34,2.34,31716.46,3786.22,10296.42,600.95,16887.13,145.74,0.0,17032.87
2016-09-18,2016,organic,NewYork,2.36,2.36,45701.82,4207.74,13327.73,1497.47,26583.76,85.12,0.0,26668.88
2016-09-11,2016,organic,NewYork,2.06,2.06,70119.57,9238.71,31314.62,492.41,28384.19,689.64,0.0,29073.83
2016-09-04,2016,organic,NewYork,2.15,2.15,45204.38,5169.75,18565.29,545.15,20924.19,0.0,0.0,20924.19
2016-09-25,2016,organic,Northeast,1.96,1.96,111261.71,6168.57,19760.7,558.5,84053.56,720.38,0.0,84773.94
2016-09-18,2016,organic,Northeast,2.04,2.04,137076.37,6843.75,22066.52,1272.87,106402.46,490.77,0.0,106893.23
2016-09-11,2016,organic,Northeast,1.95,1.95,165386.89,12483.37,42591.1,429.8,108494.91,1387.71,0.0,109882.62
2016-09-04,2016,organic,Northeast,1.92,1.92,128284.46,8635.35,30659.29,537.03,87987.89,464.9,0.0,88452.79
2016-09-25,2016,organic,NorthernNewEngland,1.51,1.51,14401.06,2.45,320.87,0.0,14077.74,0.0,0.0,14077.74
2016-09-18,2016,organic,NorthernNewEngland,1.66,1.66,11836.41,0.0,227.63,0.0,11608.78,0.0,0.0,11608.78
2016-09-11,2016,organic,NorthernNewEngland,1.65,1.65,17561.31,6.18,270.9,0.0,17284.23,0.0,0.0,17284.23
2016-09-04,2016,organic,NorthernNewEngland,1.58,1.58,13039.44,1.0,231.39,0.0,12807.05,0.0,0.0,12807.05
2016-09-25,2016,organic,Orlando,2.03,2.03,3985.23,2263.93,179.85,0.0,1010.0,531.45,0.0,1541.45
2016-09-18,2016,organic,Orlando,1.4,1.4,7833.25,1163.62,72.32,0.0,2156.67,4440.64,0.0,6597.31
2016-09-11,2016,organic,Orlando,1.47,1.47,7565.44,1321.86,108.37,0.0,2990.0,3145.21,0.0,6135.21
2016-09-04,2016,organic,Orlando,1.85,1.85,6266.14,2496.83,245.98,0.0,3500.0,23.33,0.0,3523.33
2016-09-25,2016,organic,Philadelphia,2.24,2.24,9520.79,781.53,3274.9,19.27,5418.7,26.39,0.0,5445.09
2016-09-18,2016,organic,Philadelphia,2.18,2.18,12536.03,765.26,2809.14,0.0,8856.74,104.89,0.0,8961.63
2016-09-11,2016,organic,Philadelphia,2.08,2.08,15403.19,1346.13,4722.13,8.32,9244.65,81.96,0.0,9326.61
2016-09-04,2016,organic,Philadelphia,2.04,2.04,12126.24,1240.26,4534.3,39.48,6312.2,0.0,0.0,6312.2
2016-09-25,2016,organic,PhoenixTucson,2.47,2.47,5578.01,1536.63,3147.8,0.0,843.36,50.22,0.0,893.58
2016-09-18,2016,organic,PhoenixTucson,2.13,2.13,7887.03,2974.46,3091.3,0.0,1494.69,326.58,0.0,1821.27
2016-09-11,2016,organic,PhoenixTucson,2.16,2.16,8839.2,3683.6,3191.71,0.0,584.05,1379.84,0.0,1963.89
2016-09-04,2016,organic,PhoenixTucson,2.15,2.15,8914.06,3684.64,3163.97,0.0,561.55,1503.9,0.0,2065.45
2016-09-25,2016,organic,Pittsburgh,1.53,1.53,8814.22,1032.78,128.66,0.0,7151.55,501.23,0.0,7652.78
2016-09-18,2016,organic,Pittsburgh,1.51,1.51,7587.7,1152.56,156.79,0.0,5973.05,305.3,0.0,6278.35
2016-09-11,2016,organic,Pittsburgh,1.49,1.49,6094.84,1073.85,114.5,0.0,4522.54,383.95,0.0,4906.49
2016-09-04,2016,organic,Pittsburgh,1.53,1.53,5272.87,927.16,127.76,0.0,4183.42,34.53,0.0,4217.95
2016-09-25,2016,organic,Plains,1.87,1.87,44993.62,4312.89,19596.71,1090.56,11441.45,8552.01,0.0,19993.46
2016-09-18,2016,organic,Plains,1.78,1.78,43823.87,4329.93,18800.51,334.33,8413.42,11945.68,0.0,20359.1
2016-09-11,2016,organic,Plains,1.86,1.86,46267.04,3553.09,23352.95,77.93,8714.08,10568.99,0.0,19283.07
2016-09-04,2016,organic,Plains,1.76,1.76,52999.19,5375.86,23930.05,230.55,9984.63,13478.1,0.0,23462.73
2016-09-25,2016,organic,Portland,1.57,1.57,15562.86,2981.79,2886.82,0.0,4026.13,5668.12,0.0,9694.25
2016-09-18,2016,organic,Portland,1.46,1.46,24816.08,4166.39,3430.99,0.0,9866.38,7352.32,0.0,17218.7
2016-09-11,2016,organic,Portland,1.22,1.22,43084.05,4820.4,5901.42,0.0,6677.17,25685.06,0.0,32362.23
2016-09-04,2016,organic,Portland,1.34,1.34,38353.11,4754.59,13713.44,0.0,872.7,19012.38,0.0,19885.08
2016-09-25,2016,organic,RaleighGreensboro,1.81,1.81,12807.68,226.31,4839.49,424.31,6302.22,1015.35,0.0,7317.57
2016-09-18,2016,organic,RaleighGreensboro,1.85,1.85,12131.33,209.13,5138.18,450.72,5827.18,506.12,0.0,6333.3
2016-09-11,2016,organic,RaleighGreensboro,1.77,1.77,15909.84,217.23,5379.34,518.49,8919.3,875.48,0.0,9794.78
2016-09-04,2016,organic,RaleighGreensboro,1.83,1.83,14951.65,202.29,5615.18,591.32,7280.01,1262.85,0.0,8542.86
2016-09-25,2016,organic,RichmondNorfolk,1.54,1.54,10037.87,105.92,3806.68,234.22,3344.31,2546.74,0.0,5891.05
2016-09-18,2016,organic,RichmondNorfolk,1.52,1.52,9705.5,109.45,3995.57,251.49,3302.03,2046.96,0.0,5348.99
2016-09-11,2016,organic,RichmondNorfolk,1.24,1.24,10718.92,95.49,3700.54,275.86,3156.59,3490.44,0.0,6647.03
2016-09-04,2016,organic,RichmondNorfolk,1.29,1.29,10685.82,130.62,4206.95,327.14,2581.02,3440.09,0.0,6021.11
2016-09-25,2016,organic,Roanoke,1.34,1.34,10226.36,50.67,3432.88,0.0,2183.45,4559.36,0.0,6742.81
2016-09-18,2016,organic,Roanoke,1.52,1.52,8239.74,58.18,3901.06,0.0,1893.28,2387.22,0.0,4280.5
2016-09-11,2016,organic,Roanoke,1.08,1.08,12126.14,100.69,3898.72,0.0,1658.8,6467.93,0.0,8126.73
2016-09-04,2016,organic,Roanoke,1.15,1.15,11844.17,97.77,3795.93,0.0,1605.04,6345.43,0.0,7950.47
2016-09-25,2016,organic,Sacramento,2.18,2.18,6758.91,1733.09,4758.69,9.29,251.17,6.67,0.0,257.84
2016-09-18,2016,organic,Sacramento,2.17,2.17,7095.5,1674.83,5064.47,2.65,343.55,10.0,0.0,353.55
2016-09-11,2016,organic,Sacramento,2.19,2.19,7223.46,1512.68,5358.04,3.98,345.43,3.33,0.0,348.76
2016-09-04,2016,organic,Sacramento,2.19,2.19,6913.79,1311.6,5222.39,0.0,379.8,0.0,0.0,379.8
2016-09-25,2016,organic,SanDiego,2.35,2.35,9831.47,734.45,8359.4,0.0,737.62,0.0,0.0,737.62
2016-09-18,2016,organic,SanDiego,2.15,2.15,10274.36,1289.86,8195.56,0.0,756.43,32.51,0.0,788.94
2016-09-11,2016,organic,SanDiego,1.59,1.59,18422.92,2500.57,13057.42,0.0,1950.17,914.76,0.0,2864.93
2016-09-04,2016,organic,SanDiego,1.79,1.79,15730.69,2161.04,8451.98,0.0,4219.46,898.21,0.0,5117.67
2016-09-25,2016,organic,SanFrancisco,2.35,2.35,21280.92,1004.39,17080.28,0.0,3172.92,23.33,0.0,3196.25
2016-09-18,2016,organic,SanFrancisco,2.39,2.39,23514.36,1244.2,20050.91,0.0,2165.92,53.33,0.0,2219.25
2016-09-11,2016,organic,SanFrancisco,2.37,2.37,24473.19,1085.31,20414.18,0.0,2947.03,26.67,0.0,2973.7
2016-09-04,2016,organic,SanFrancisco,2.38,2.38,24494.11,808.89,20860.73,0.0,2771.16,53.33,0.0,2824.49
2016-09-25,2016,organic,Seattle,1.69,1.69,29440.75,3798.76,7157.62,105.3,4761.1,13617.97,0.0,18379.07
2016-09-18,2016,organic,Seattle,1.59,1.59,35004.7,5284.83,5003.17,259.37,8769.31,15688.02,0.0,24457.33
2016-09-11,2016,organic,Seattle,1.39,1.39,41227.8,5095.82,7772.47,34.94,6270.0,22054.57,0.0,28324.57
2016-09-04,2016,organic,Seattle,2.09,2.09,22006.58,6158.94,13584.95,81.34,664.36,1516.99,0.0,2181.35
2016-09-25,2016,organic,SouthCarolina,1.81,1.81,7733.79,632.05,3622.72,306.81,2172.34,999.87,0.0,3172.21
2016-09-18,2016,organic,SouthCarolina,1.66,1.66,9465.99,479.32,3496.18,354.07,3837.2,1299.22,0.0,5136.42
2016-09-11,2016,organic,SouthCarolina,1.6,1.6,12458.37,757.79,3868.48,309.62,6648.44,874.04,0.0,7522.48
2016-09-04,2016,organic,SouthCarolina,1.6,1.6,11353.45,752.61,3665.9,323.68,5534.06,1077.2,0.0,6611.26
2016-09-25,2016,organic,SouthCentral,1.15,1.15,131608.43,50298.52,6985.47,8.87,65470.7,8844.87,0.0,74315.57
2016-09-18,2016,organic,SouthCentral,1.14,1.14,129652.83,42581.23,5505.14,0.0,73194.34,8372.12,0.0,81566.46
2016-09-11,2016,organic,SouthCentral,1.07,1.07,164162.25,47884.79,4446.52,0.0,105704.69,6126.25,0.0,111830.94
2016-09-04,2016,organic,SouthCentral,1.08,1.08,169684.45,43288.51,5218.47,0.0,115963.68,5213.79,0.0,121177.47
2016-09-25,2016,organic,Southeast,1.81,1.81,41398.38,7769.08,14549.87,420.84,7449.41,11209.18,0.0,18658.59
2016-09-18,2016,organic,Southeast,1.58,1.58,57792.45,6072.82,14168.25,485.37,19189.74,17876.27,0.0,37066.01
2016-09-11,2016,organic,Southeast,1.5,1.5,67246.01,7453.03,14078.39,439.29,30666.03,14609.27,0.0,45275.3
2016-09-04,2016,organic,Southeast,1.54,1.54,67309.14,9207.65,15349.22,431.84,31577.01,10743.42,0.0,42320.43
2016-09-25,2016,organic,Spokane,2.27,2.27,1737.7,299.91,912.38,0.0,54.5,470.91,0.0,525.41
2016-09-18,2016,organic,Spokane,1.51,1.51,2714.12,549.78,263.49,0.0,360.0,1540.85,0.0,1900.85
2016-09-11,2016,organic,Spokane,1.53,1.53,3194.19,837.77,386.27,0.0,638.38,1331.77,0.0,1970.15
2016-09-04,2016,organic,Spokane,1.93,1.93,2088.07,645.19,996.54,0.0,22.53,423.81,0.0,446.34
2016-09-25,2016,organic,StLouis,1.5,1.5,5873.36,1707.38,708.57,0.0,1017.25,2440.16,0.0,3457.41
2016-09-18,2016,organic,StLouis,1.54,1.54,6740.24,2418.28,838.57,0.0,711.99,2771.4,0.0,3483.39
2016-09-11,2016,organic,StLouis,1.52,1.52,4993.15,1134.32,1259.36,0.0,55.38,2544.09,0.0,2599.47
2016-09-04,2016,organic,StLouis,1.06,1.06,8505.41,2817.65,568.62,0.0,55.48,5063.66,0.0,5119.14
2016-09-25,2016,organic,Syracuse,1.6,1.6,1233.92,0.0,97.67,0.0,1136.25,0.0,0.0,1136.25
2016-09-18,2016,organic,Syracuse,1.51,1.51,1953.97,8.88,69.6,0.0,1875.49,0.0,0.0,1875.49
2016-09-11,2016,organic,Syracuse,1.54,1.54,1614.87,6.1,95.22,0.0,1513.55,0.0,0.0,1513.55
2016-09-04,2016,organic,Syracuse,1.56,1.56,1844.23,10.97,107.31,0.0,1725.95,0.0,0.0,1725.95
2016-09-25,2016,organic,Tampa,1.51,1.51,1011.16,18.38,119.45,0.0,860.0,13.33,0.0,873.33
2016-09-18,2016,organic,Tampa,1.35,1.35,3704.63,28.2,13.1,0.0,3636.66,26.67,0.0,3663.33
2016-09-11,2016,organic,Tampa,1.35,1.35,4541.09,19.99,44.43,0.0,4446.67,30.0,0.0,4476.67
2016-09-04,2016,organic,Tampa,1.37,1.37,4643.21,77.63,45.58,0.0,4450.0,70.0,0.0,4520.0
2016-09-25,2016,organic,TotalUS,1.69,1.69,808891.94,119993.58,272553.74,4407.75,289496.36,122440.51,0.0,411936.87
2016-09-18,2016,organic,TotalUS,1.67,1.67,871627.58,127014.67,266648.5,4597.27,359599.26,113767.88,0.0,473367.14
2016-09-11,2016,organic,TotalUS,1.52,1.52,1103488.85,144991.21,334671.53,3481.85,438024.44,182319.82,0.0,620344.26
2016-09-04,2016,organic,TotalUS,1.54,1.54,1052088.77,137842.79,344378.75,4653.04,415589.66,149624.53,0.0,565214.19
2016-09-25,2016,organic,West,1.78,1.78,118420.15,31346.67,31031.61,122.6,27538.32,28380.95,0.0,55919.27
2016-09-18,2016,organic,West,1.59,1.59,160880.99,39692.64,29626.54,302.54,53282.81,37976.46,0.0,91259.27
2016-09-11,2016,organic,West,1.48,1.48,197265.79,43258.13,39127.68,77.84,46197.11,68605.03,0.0,114802.14
2016-09-04,2016,organic,West,1.61,1.61,177083.68,42575.46,60202.23,527.53,37977.13,35801.33,0.0,73778.46
2016-09-25,2016,organic,WestTexNewMexico,2.82,2.83,4984.76,652.27,3047.02,8.54,1231.67,45.26,0.0,1276.93
2016-09-18,2016,organic,WestTexNewMexico,1.77,1.77,10726.53,1561.83,2483.57,5.69,6399.23,276.21,0.0,6675.44
2016-09-11,2016,organic,WestTexNewMexico,1.87,1.87,13156.18,2037.56,3390.26,0.0,5526.32,2202.04,0.0,7728.36
2016-09-04,2016,organic,WestTexNewMexico,1.82,1.82,14809.52,3062.97,3324.14,0.0,4847.6,3574.81,0.0,8422.41
2016-08-28,2016,conventional,Albany,1.17,1.18,145323.22,34912.97,94928.79,53.85,14367.64,269.97,790.0,15427.61
2016-08-21,2016,conventional,Albany,1.41,1.43,94882.79,14520.36,63416.88,28.03,15811.0,286.52,820.0,16917.52
2016-08-14,2016,conventional,Albany,1.19,1.2,110528.09,24000.62,72970.23,26.76,12434.82,350.1,745.56,13530.48
2016-08-07,2016,conventional,Albany,1.46,1.48,99683.11,14670.87,69054.28,10.9,14597.2,178.19,1171.67,15947.06
2016-08-28,2016,conventional,Atlanta,0.94,0.95,539642.66,294240.79,42109.47,123.63,132127.4,70394.15,647.22,203168.77
2016-08-21,2016,conventional,Atlanta,0.93,0.94,549139.07,293240.47,48349.86,82.91,160464.82,47001.01,0.0,207465.83
2016-08-14,2016,conventional,Atlanta,0.86,0.87,666493.32,362923.69,60912.98,86.59,182840.11,59729.95,0.0,242570.06
2016-08-07,2016,conventional,Atlanta,1.03,1.04,508354.34,252171.77,63197.28,58.44,131851.39,61075.46,0.0,192926.85
2016-08-28,2016,conventional,BaltimoreWashington,1.55,1.57,732545.7,72406.64,443668.36,15648.56,194472.57,3978.68,2370.89,200822.14
2016-08-21,2016,conventional,BaltimoreWashington,1.46,1.48,727279.79,68443.67,413651.59,21950.39,203758.36,15197.45,4278.33,223234.14
2016-08-14,2016,conventional,BaltimoreWashington,1.5,1.52,742291.98,68335.7,421188.86,24863.67,219529.71,6984.04,1390.0,227903.75
2016-08-07,2016,conventional,BaltimoreWashington,1.5,1.52,746493.74,71154.97,432956.75,28505.15,210316.02,2285.85,1275.0,213876.87
2016-08-28,2016,conventional,Boise,0.98,0.99,78599.85,36837.75,1982.25,5918.5,32151.54,1693.93,15.88,33861.35
2016-08-21,2016,conventional,Boise,0.89,0.9,84013.04,40944.28,2078.24,4694.68,34718.06,1577.78,0.0,36295.84
2016-08-14,2016,conventional,Boise,0.92,0.93,88787.27,43525.98,1959.35,6569.03,36020.5,671.26,41.15,36732.91
2016-08-07,2016,conventional,Boise,0.75,0.76,70711.46,32775.33,2002.12,2.53,35664.27,246.66,20.55,35931.48
2016-08-28,2016,conventional,Boston,1.35,1.37,582023.28,37757.36,388173.87,7653.7,146015.83,1187.52,1235.0,148438.35
2016-08-21,2016,conventional,Boston,1.29,1.31,586072.78,15419.55,353351.42,7923.98,201033.61,7400.05,944.17,209377.83
2016-08-14,2016,conventional,Boston,1.27,1.29,602605.29,20310.78,353845.28,8194.83,215552.06,3642.34,1060.0,220254.4
2016-08-07,2016,conventional,Boston,1.46,1.48,525387.25,15830.01,335033.53,8735.44,165457.19,176.08,155.0,165788.27
2016-08-28,2016,conventional,BuffaloRochester,1.38,1.4,114645.7,2682.18,64245.65,67.48,46025.39,0.0,1625.0,47650.39
2016-08-21,2016,conventional,BuffaloRochester,1.31,1.33,119865.41,1543.34,70785.26,43.73,46013.08,0.0,1480.0,47493.08
2016-08-14,2016,conventional,BuffaloRochester,1.39,1.41,114328.4,2645.81,72836.99,71.45,37629.15,0.0,1145.0,38774.15
2016-08-07,2016,conventional,BuffaloRochester,1.48,1.5,104314.72,1781.61,74560.52,42.97,26109.62,0.0,1820.0,27929.62
2016-08-28,2016,conventional,California,0.98,0.99,6696300.05,2683109.8,1878139.55,133979.15,1924479.53,46601.83,29990.19,2001071.55
2016-08-21,2016,conventional,California,1.04,1.05,6308000.34,2646367.78,1712067.2,171379.36,1679257.49,61139.96,37788.55,1778186.0
2016-08-14,2016,conventional,California,1.06,1.07,6538335.89,2200099.61,2538994.07,218247.48,1476927.5,73032.78,31034.45,1580994.73
2016-08-07,2016,conventional,California,1.16,1.17,6144827.51,2152079.32,2039791.18,211671.11,1616257.39,89290.29,35738.22,1741285.9
2016-08-28,2016,conventional,Charlotte,1.38,1.4,187984.8,54874.64,57122.52,15013.36,58688.03,1906.25,380.0,60974.28
2016-08-21,2016,conventional,Charlotte,1.36,1.38,193592.65,44006.63,62975.71,20731.35,64095.85,1628.11,155.0,65878.96
2016-08-14,2016,conventional,Charlotte,1.38,1.4,195250.96,39823.56,66724.29,23025.36,60859.82,4817.93,0.0,65677.75
2016-08-07,2016,conventional,Charlotte,1.41,1.43,196381.45,48639.95,64124.89,24178.25,55636.32,3787.04,15.0,59438.36
2016-08-28,2016,conventional,Chicago,1.58,1.6,621715.78,54971.17,373442.31,93288.97,92533.97,4244.28,3235.08,100013.33
2016-08-21,2016,conventional,Chicago,1.61,1.63,628099.41,62002.43,372918.48,87449.64,102613.78,1582.1,1532.98,105728.86
2016-08-14,2016,conventional,Chicago,1.65,1.67,626086.69,49617.0,371087.23,102966.19,99833.21,2139.33,443.73,102416.27
2016-08-07,2016,conventional,Chicago,1.66,1.68,644670.46,40121.11,385923.6,103402.88,113969.56,262.16,991.15,115222.87
2016-08-28,2016,conventional,CincinnatiDayton,1.12,1.13,259143.06,3862.97,126642.16,1683.71,27933.66,97229.69,1790.87,126954.22
2016-08-21,2016,conventional,CincinnatiDayton,1.06,1.07,256195.06,3838.13,118303.09,1922.26,28706.18,102390.4,1035.0,132131.58
2016-08-14,2016,conventional,CincinnatiDayton,1.02,1.03,274249.98,4691.0,125988.41,2661.69,35321.59,105549.16,38.13,140908.88
2016-08-07,2016,conventional,CincinnatiDayton,1.02,1.03,266196.06,5244.48,130022.01,3143.09,27221.7,100553.51,11.27,127786.48
2016-08-28,2016,conventional,Columbus,1.06,1.07,168757.98,71113.29,34419.8,2593.07,57069.78,1842.04,1720.0,60631.82
2016-08-21,2016,conventional,Columbus,1.19,1.2,154116.71,69616.32,33284.86,2841.74,42940.86,4122.93,1310.0,48373.79
2016-08-14,2016,conventional,Columbus,1.16,1.17,166462.83,71827.16,34064.69,3156.71,53549.37,3864.9,0.0,57414.27
2016-08-07,2016,conventional,Columbus,1.17,1.18,164281.56,70942.5,37215.94,3955.17,38682.96,13474.99,10.0,52167.95
2016-08-28,2016,conventional,DallasFtWorth,0.73,0.74,1260685.59,624795.23,255433.56,2998.26,366510.31,2461.88,8486.35,377458.54
2016-08-21,2016,conventional,DallasFtWorth,0.76,0.77,1215161.52,625055.33,231496.65,4763.04,351623.88,902.68,1319.94,353846.5
2016-08-14,2016,conventional,DallasFtWorth,0.87,0.88,1132112.24,612988.24,240643.34,3600.78,270626.46,3256.28,997.14,274879.88
2016-08-07,2016,conventional,DallasFtWorth,0.82,0.83,1244080.92,711725.98,241321.5,3385.24,269821.55,14711.9,3114.75,287648.2
2016-08-28,2016,conventional,Denver,0.9,0.91,957464.14,138029.18,282568.24,13197.13,131367.44,390977.15,1325.0,523669.59
2016-08-21,2016,conventional,Denver,1.21,1.22,603007.72,150776.14,190694.58,13732.79,119819.7,127269.23,715.28,247804.21
2016-08-14,2016,conventional,Denver,1.17,1.18,657981.41,120449.87,189114.15,19582.82,100509.79,228324.78,0.0,328834.57
2016-08-07,2016,conventional,Denver,1.13,1.14,695116.3,168010.47,183568.83,18624.73,151220.54,172079.23,1612.5,324912.27
2016-08-28,2016,conventional,Detroit,1.0,1.01,353420.52,123353.98,54190.11,10761.35,164229.27,533.04,352.77,165115.08
2016-08-21,2016,conventional,Detroit,1.14,1.15,316859.74,121469.45,53707.3,13151.78,127061.88,108.89,1360.44,128531.21
2016-08-14,2016,conventional,Detroit,1.07,1.08,367007.17,127204.13,53136.76,15900.17,168988.87,1081.03,696.21,170766.11
2016-08-07,2016,conventional,Detroit,1.12,1.13,352764.25,127164.35,60621.61,20552.56,124979.56,18669.46,776.71,144425.73
2016-08-28,2016,conventional,GrandRapids,1.43,1.45,143049.62,2477.85,68530.49,10744.95,54347.32,4939.34,2009.67,61296.33
2016-08-21,2016,conventional,GrandRapids,1.61,1.63,132894.77,2041.86,66472.24,18506.96,39617.39,1742.09,4514.23,45873.71
2016-08-14,2016,conventional,GrandRapids,1.51,1.53,147711.44,1835.81,61893.13,23661.83,49618.78,3263.09,7438.8,60320.67
2016-08-07,2016,conventional,GrandRapids,1.57,1.59,145207.86,2219.98,72545.05,19401.04,42209.88,3446.15,5385.76,51041.79
2016-08-28,2016,conventional,GreatLakes,1.25,1.27,3025330.44,456513.05,1330166.96,166364.88,841776.91,207892.75,22615.89,1072285.55
2016-08-21,2016,conventional,GreatLakes,1.32,1.34,2933973.86,450526.72,1308748.45,180362.15,756135.72,215616.75,22584.07,994336.54
2016-08-14,2016,conventional,GreatLakes,1.28,1.3,3134414.15,459026.42,1316694.09,217555.14,875058.46,239773.16,26306.88,1141138.5
2016-08-07,2016,conventional,GreatLakes,1.31,1.33,3106108.92,449400.31,1387946.82,219477.32,767194.17,255073.17,27017.13,1049284.47
2016-08-28,2016,conventional,HarrisburgScranton,1.3,1.32,269377.79,45946.25,114244.06,1086.91,102788.68,2348.73,2963.16,108100.57
2016-08-21,2016,conventional,HarrisburgScranton,1.26,1.28,258309.18,41521.93,119685.36,101.31,85855.55,7905.03,3240.0,97000.58
2016-08-14,2016,conventional,HarrisburgScranton,1.21,1.22,272099.07,49712.54,114887.12,193.77,98315.72,6769.92,2220.0,107305.64
2016-08-07,2016,conventional,HarrisburgScranton,1.23,1.24,267082.86,56263.05,109039.94,538.07,96274.55,1282.25,3685.0,101241.8
2016-08-28,2016,conventional,HartfordSpringfield,1.57,1.59,287629.57,3266.96,209240.07,277.62,72124.66,1646.84,1073.42,74844.92
2016-08-21,2016,conventional,HartfordSpringfield,1.44,1.46,299545.98,2617.98,191018.33,223.9,100062.77,4268.0,1355.0,105685.77
2016-08-14,2016,conventional,HartfordSpringfield,1.44,1.46,298015.34,6429.23,186844.14,655.42,100492.24,2318.75,1275.56,104086.55
2016-08-07,2016,conventional,HartfordSpringfield,1.48,1.5,288155.59,4285.19,183604.52,565.14,99391.55,119.19,190.0,99700.74
2016-08-28,2016,conventional,Houston,0.87,0.88,1021607.04,610762.01,216733.12,3065.44,124173.71,58652.76,8220.0,191046.47
2016-08-21,2016,conventional,Houston,0.89,0.9,1046506.77,583161.0,248160.18,5697.25,132615.92,76539.09,333.33,209488.34
2016-08-14,2016,conventional,Houston,0.89,0.9,1015264.05,590138.4,218435.64,3815.84,123193.69,79430.48,250.0,202874.17
2016-08-07,2016,conventional,Houston,0.91,0.92,1040953.31,614770.18,239657.73,5032.97,121223.82,60268.61,0.0,181492.43
2016-08-28,2016,conventional,Indianapolis,1.25,1.27,167401.86,13732.36,78138.81,2802.01,49838.22,21877.06,1013.4,72728.68
2016-08-21,2016,conventional,Indianapolis,1.28,1.3,160968.73,15022.11,73966.5,3405.65,44089.82,24244.65,240.0,68574.47
2016-08-14,2016,conventional,Indianapolis,1.25,1.27,169421.1,15863.47,79507.42,4255.36,39950.23,28559.62,1285.0,69794.85
2016-08-07,2016,conventional,Indianapolis,1.31,1.33,163338.94,20926.28,77899.46,5741.75,36453.98,21522.19,795.28,58771.45
2016-08-28,2016,conventional,Jacksonville,1.13,1.14,177300.14,90634.98,32154.69,113.13,29304.03,24543.31,550.0,54397.34
2016-08-21,2016,conventional,Jacksonville,1.1,1.11,189700.13,90679.27,36441.11,188.93,34193.62,26027.2,2170.0,62390.82
2016-08-14,2016,conventional,Jacksonville,1.1,1.11,206617.11,98779.51,43133.24,217.88,22538.59,39347.89,2600.0,64486.48
2016-08-07,2016,conventional,Jacksonville,1.22,1.23,151751.97,70054.07,30914.44,331.08,21944.34,24593.04,3915.0,50452.38
2016-08-28,2016,conventional,LasVegas,1.02,1.03,288423.36,123739.64,56927.33,6192.15,55035.02,46529.22,0.0,101564.24
2016-08-21,2016,conventional,LasVegas,0.99,1.0,302708.43,141809.13,50486.5,5836.08,60675.79,43900.93,0.0,104576.72
2016-08-14,2016,conventional,LasVegas,1.07,1.08,295535.64,129727.7,53954.55,6997.8,63416.1,41439.49,0.0,104855.59
2016-08-07,2016,conventional,LasVegas,1.1,1.11,311533.3,144862.85,57549.16,7063.01,64258.99,37604.85,194.44,102058.28
2016-08-28,2016,conventional,LosAngeles,0.8,0.81,3563268.97,1471105.41,537892.88,57212.08,1436818.52,32450.42,27789.66,1497058.6
2016-08-21,2016,conventional,LosAngeles,0.92,0.93,3086167.04,1264167.99,480926.04,57962.68,1204789.47,43207.72,35113.14,1283110.33
2016-08-14,2016,conventional,LosAngeles,1.02,1.03,2879218.13,1050808.07,605409.39,73825.64,1066852.22,53237.75,29085.06,1149175.03
2016-08-07,2016,conventional,LosAngeles,0.99,1.0,3094362.21,1137248.03,632756.21,67934.57,1158711.73,63574.75,34136.92,1256423.4
2016-08-28,2016,conventional,Louisville,1.12,1.13,82663.2,1887.97,48991.99,614.55,15323.61,14585.08,1260.0,31168.69
2016-08-21,2016,conventional,Louisville,1.15,1.16,89370.33,1980.35,50039.9,735.71,16968.15,19306.22,340.0,36614.37
